box,cls,model,total,training,step,mode
0.0023715869,0.18696988,0.30554914,0.63802457,0.63802457,108000,train
0.0023539835,0.18576556,0.3034646,0.63517153,0.63517153,109000,train
0.002356153,0.1850141,0.30282214,0.63376147,0.63376147,110000,train
0.0023495082,0.18512586,0.3026011,0.63277495,0.63277495,111000,train
0.0023015523,0.18229103,0.29736865,0.62677974,0.62677974,112000,train
0.0023301628,0.18317655,0.2996851,0.6283354,0.6283354,113000,train
0.0023382804,0.1845397,0.30145377,0.6293464,0.6293464,114000,train
0.0022943602,0.18212308,0.29684114,0.62397707,0.62397707,115000,train
0.0023094718,0.18308966,0.29856312,0.62494403,0.62494403,116000,train
0.0022682673,0.18006243,0.2934757,0.6191054,0.6191054,117000,train
0.0022820495,0.18165639,0.2957585,0.6206394,0.6206394,118000,train
0.0022909953,0.1805526,0.2951024,0.61923504,0.61923504,119000,train
0.0023045165,0.18015787,0.29538363,0.6187718,0.6187718,120000,train
0.0022253478,0.1793527,0.29062024,0.6132656,0.6132656,121000,train
0.002259603,0.17900147,0.29198164,0.61388683,0.61388683,122000,train
0.0022429803,0.17804982,0.29019907,0.6113668,0.6113668,123000,train
0.0022496982,0.17992081,0.29240587,0.6128387,0.6128387,124000,train
0.0022302754,0.1768591,0.2883728,0.6080734,0.6080734,125000,train
0.002240501,0.17737047,0.2893956,0.60836554,0.60836554,126000,train
0.0022525168,0.17804365,0.29066962,0.6089109,0.6089109,127000,train
0.0022366005,0.17658137,0.28841126,0.6059254,0.6059254,128000,train
0.0021798464,0.17498864,0.28398085,0.6007699,0.6007699,129000,train
0.0022080361,0.1752101,0.2856119,0.60167944,0.60167944,130000,train
0.0022247487,0.17592238,0.2871597,0.6025065,0.6025065,131000,train
0.0021866101,0.1744546,0.2837852,0.598411,0.598411,132000,train
0.0021804697,0.17554365,0.2845672,0.598476,0.598476,133000,train
0.0021969099,0.17408581,0.28393155,0.5971231,0.5971231,134000,train
0.0021518953,0.17231324,0.2799082,0.5923866,0.5923866,135000,train
0.0021911615,0.17265642,0.28221476,0.5939808,0.5939808,136000,train
0.0021618167,0.1717149,0.27980533,0.5908618,0.5908618,137000,train
0.0021481307,0.17118391,0.2785905,0.58893675,0.58893675,138000,train
0.0021630663,0.17187326,0.28002667,0.5896654,0.5896654,139000,train
0.0021388985,0.17158659,0.27853155,0.58746505,0.58746505,140000,train
0.002188483,0.17151827,0.2809427,0.589173,0.589173,141000,train
0.002122514,0.17070061,0.27682647,0.5843561,0.5843561,142000,train
0.0021120885,0.1684273,0.27403232,0.58086216,0.58086216,143000,train
0.0021758345,0.1709466,0.27973837,0.58587134,0.58587134,144000,train
0.002098572,0.16869849,0.27362707,0.5790663,0.5790663,145000,train
0.0021195598,0.168194,0.27417198,0.5789181,0.5789181,146000,train
0.002099585,0.16765983,0.27263948,0.57669365,0.57669365,147000,train
0.0020884008,0.16618636,0.27060667,0.57397103,0.57397103,148000,train
0.002103271,0.16745901,0.27262244,0.57530016,0.57530016,149000,train
0.0020735506,0.16659962,0.270277,0.5722706,0.5722706,150000,train
0.0020852988,0.16622327,0.270488,0.5717984,0.5717984,151000,train
0.0020992933,0.1663662,0.27133062,0.57196057,0.57196057,152000,train
0.002033767,0.16484639,0.26653463,0.5664859,0.5664859,153000,train
0.0020714423,0.16597721,0.26954922,0.5688234,0.5688234,154000,train
0.0020717932,0.16521472,0.26880428,0.5674026,0.5674026,155000,train
0.0020624462,0.1641475,0.2672696,0.56519365,0.56519365,156000,train
0.0020442593,0.16327892,0.26549208,0.56274295,0.56274295,157000,train
0.0020229807,0.1628864,0.2640353,0.56061596,0.56061596,158000,train
0.0020316408,0.16217856,0.2637607,0.5596728,0.5596728,159000,train
0.0020371445,0.16260557,0.26446283,0.5597095,0.5597095,160000,train
0.0020377536,0.16242252,0.26431015,0.5588931,0.5588931,161000,train
0.0020057075,0.16126561,0.26155108,0.55547214,0.55547214,162000,train
0.002042152,0.16248652,0.2645939,0.55785656,0.55785656,163000,train
0.0019650771,0.15921487,0.2574688,0.55007464,0.55007464,164000,train
0.0020164084,0.16081578,0.2616364,0.5535891,0.5535891,165000,train
0.002018629,0.16111942,0.2620509,0.5533516,0.5533516,166000,train
0.0019839532,0.15990378,0.25910115,0.5497526,0.5497526,167000,train
0.0019778996,0.15876748,0.25766227,0.5476667,0.5476667,168000,train
0.0019863383,0.1598876,0.25920457,0.5485636,0.5485636,169000,train
0.0019805504,0.15896901,0.2579966,0.54671323,0.54671323,170000,train
0.001966131,0.15684175,0.2551483,0.5432244,0.5432244,171000,train
0.0019394687,0.15615451,0.25312808,0.54056364,0.54056364,172000,train
0.0019609712,0.15643929,0.2544878,0.5412844,0.5412844,173000,train
0.0019544612,0.15705469,0.2547778,0.5409372,0.5409372,174000,train
0.0019197232,0.15562975,0.2516159,0.53714037,0.53714037,175000,train
0.00196084,0.15643103,0.25447294,0.53936327,0.53936327,176000,train
0.0019248675,0.1554554,0.25169876,0.53595626,0.53595626,177000,train
0.0019407113,0.15521578,0.25225124,0.53587765,0.53587765,178000,train
0.0019212922,0.15436007,0.25042462,0.5334224,0.5334224,179000,train
0.0019115653,0.15346543,0.24904357,0.53141487,0.53141487,180000,train
0.0019140803,0.15418364,0.24988776,0.5316341,0.5316341,181000,train
0.0019159082,0.15313007,0.24892516,0.53004885,0.53004885,182000,train
0.0018803142,0.15178245,0.24579819,0.5262993,0.5262993,183000,train
0.0019026747,0.15373176,0.2488655,0.5287479,0.5287479,184000,train
0.0018740062,0.15200134,0.24570167,0.5249659,0.5249659,185000,train
0.0019001726,0.15203626,0.2470449,0.52569515,0.52569515,186000,train
0.0018805071,0.15133876,0.24536417,0.5233999,0.5233999,187000,train
0.0018845809,0.15155546,0.24578448,0.52320695,0.52320695,188000,train
0.0018598376,0.15042232,0.24341416,0.520225,0.520225,189000,train
0.0018415164,0.14902347,0.2410993,0.5172995,0.5172995,190000,train
0.001831852,0.14793569,0.23952833,0.5151207,0.5151207,191000,train
0.0018859394,0.15122315,0.24552032,0.5205066,0.5205066,192000,train
0.0018617812,0.14991471,0.24300359,0.51738566,0.51738566,193000,train
0.001814072,0.1480711,0.23877496,0.5125535,0.5125535,194000,train
0.0018403446,0.14757532,0.23959231,0.5127701,0.5127701,195000,train
0.001855201,0.14836045,0.24112013,0.5136988,0.5136988,196000,train
0.0018334999,0.14793558,0.23961064,0.5115929,0.5115929,197000,train
0.0018315678,0.14762849,0.23920691,0.5105937,0.5105937,198000,train
0.001778196,0.14493187,0.23384157,0.5046345,0.5046345,199000,train
0.0018369077,0.14716771,0.23901315,0.5092123,0.5092123,200000,train
0.0018224826,0.14692378,0.23804793,0.5076558,0.5076558,201000,train
0.001821088,0.14690591,0.23796043,0.50698125,0.50698125,202000,train
0.0018115836,0.14559053,0.23616968,0.504603,0.504603,203000,train
